session_id,session_title,session_description,session_type,start_datetime,end_datetime,duration_mins,duration_formatted,cost,prereg_link,skill_level,day,recorded,speakers,location,url,bio_html
2099,"De-mystifying cryptocurrency data: How to find stories on ransoms, scams and betting markets","Trump is back, and he's bringing crypto with him. With crypto’s rally comes a new boom of scams and ransoms. Two experienced data journalists share stories, tips and techniques from years of reporting on crypto's underbelly: ransoms, sanctions violations, romance scams and betting markets using blockchain and other cryptocurrency data.
This session is good for: all levels.
Attendees will need to bring their own laptop (no tablets).",Hands-on,2025-03-07T20:15:00Z,2025-03-07T21:15:00Z,60,1h,,,Beginner,Friday,No,"Jeremy Merrill - The Washington Post, Caitlin Ostroff - The Wall Street Journal","Crystal Lake, fourth floor",https://schedules.ire.org/nicar-2025/index.html#2099,
2080,First Athena Query: How to analyze hundreds of millions of records in seconds with Amazon Web Services and SQL,"We’ve all been there. Excel can’t hang. Your dataframe locks up. And that damn SQL query has been running for two days now. There’s no way around it. This database is just too big for your laptop to handle. 

You don’t want to give up, but we all know what will happen if you ask your boss for a new computer.

Attend this rapid-fire session to see the solution: Amazon Athena. Katlyn Alo and Ben Welsh will show you how newsroom nerds use this powerful tool to rip through millions of records with ease. We’ll demonstrate every step in the process and prepare you to slay any dataset.",Demo,2025-03-07T20:15:00Z,2025-03-07T21:15:00Z,60,1h,,,Intermediate,Friday,No,"Katlyn Alo - The Washington Post, Ben Welsh - Reuters","Gray's Bay, eighth floor",https://schedules.ire.org/nicar-2025/index.html#2080,
3007,Get help editing and improving your basic data visualizations,"More data journalists are using easy tools to make data visualizations to aid storytelling, but especially on small teams, you may not have a visual editor to identify ways to make them better. Bring us your charts and graphs that you feel like could be better but aren't sure how. We'll give live and unscripted critique and constructive suggestions to take your charts from ""fine"" to ""wow!""",Commons,2025-03-07T20:15:00Z,2025-03-07T21:15:00Z,60,1h,,,Beginner,Friday,No,CJ Sinner - The Minnesota Star Tribune,"Cedar Lake, fourth floor",https://schedules.ire.org/nicar-2025/index.html#3007,
3027,Finding the story: Education data,"The issues we cover in education reporting are wide ranging – from who manages our education institutions, to how students perform on standardized tests, to how teachers are compensated. Let’s go over some ways to set yourself up for success as an education data reporter by learning about helpful datasets, how to request and organize information, and how to avoid common pitfalls when working on an education team.

This session is good for anyone! Laptops will be provided.",Hands-on,2025-03-08T15:00:00Z,2025-03-08T16:00:00Z,60,1h,,,Beginner,Saturday,No,Anastasia Goodwin - Hearst data team,"Deer Lake, fourth floor",https://schedules.ire.org/nicar-2025/index.html#3027,
3003,Google Pinpoint for research and investigations,"Learn how to use this free-of-cost research tool that allows journalists to transcribe, search, and analyse large collections of files using Google's Search and AI technologies.",Hands-on,2025-03-08T16:15:00Z,2025-03-08T17:15:00Z,60,1h,,,Beginner,Saturday,No,NA,"Gray's Bay, eighth floor",https://schedules.ire.org/nicar-2025/index.html#3003,
3022,How to adjust for inflation,"Come for a gentle introduction to spreadsheets, stay for the lesson on how you can (and should) inflation-adjust almost anything you write about with a dollar sign. You'll also learn how to find inflation rates for slices of the economy like energy or housing, and how to build your own indexes as well.

This session is good for anyone. Laptops will be provided.",Hands-on,2025-03-08T16:15:00Z,2025-03-08T17:15:00Z,60,1h,,,Beginner,Saturday,No,Paul Overberg - The Wall Street Journal,"Deer Lake, fourth floor",https://schedules.ire.org/nicar-2025/index.html#3022,
3020,Journalism jobs for internationals,"Things are about to get tougher for international journalists and students who want to work in the US and need visas. We might face more challenges under the new administration finding newsrooms willing to hire or sponsor us, navigating the visa landscape and helping our employers understand the process. It’s time for us to band together.
Journalism Jobs for Internationals was created by volunteers to share resources that address those challenges facing international journalists and build a community where one supports another. In this session, we will present the information we compiled, answer any questions and listen to your feedbacks. Help us better help you!",Networking,2025-03-08T18:45:00Z,2025-03-08T19:30:00Z,45,45m,,,,Saturday,No,"Matthew Carroll - Northeastern University, Jasmine Han - Informa TechTarget (Industry Dive), Kai Teoh - The Dallas Morning News","Minnesota, sixth floor",https://schedules.ire.org/nicar-2025/index.html#3020,
2089,Policing the police with data,"From challenging police narratives to tracking police violence and tallying inflating police budgets, data has played a crucial role in holding police agencies accountable across the country. Come to this session to learn how to equip your reporting with crucial data that will help inform and improve your public safety journalism in your own communities.",Panel,2025-03-08T20:15:00Z,2025-03-08T21:15:00Z,60,1h,,,,Saturday,Yes,"Lakeidra Chavis - The Marshall Project, Jeff Hargarten - Star Tribune, Matt Kiefer - Medill | Northwestern, Jennifer Lu - APM Reports","Grand Portage Ballroom 2, fourth floor",https://schedules.ire.org/nicar-2025/index.html#2089,
3012,Rasters to vectors: Creating original datasets from satellite imagery,"Learn how to turn a stack of satellite images into a new dataset that gives quantitative insight and tells a compelling story. We’ll build a reproducible analysis from start to finish using R and QGIS.
This session is good for: People comfortable using R and QGIS.",Hands-on,2025-03-08T20:15:00Z,2025-03-08T21:15:00Z,60,1h,,,Advanced,Saturday,No,Ryan McNeill - Reuters,"St. Croix I, sixth floor",https://schedules.ire.org/nicar-2025/index.html#3012,
2088,Tips for successful public records requests,"Too often journalists are stonewalled when seeking public records that show how the government is operating at the national, state and local levels. This session will cover strategies to find success with the Freedom of Information Act and state public records laws, including how to get agencies to respond to your requests more quickly, steps you can take to overcome agencies' resistance and where you can find resources to help you appeal denials.",Panel,2025-03-08T20:15:00Z,2025-03-08T21:15:00Z,60,1h,,,,Saturday,Yes,"Marisa Kwiatkowski - Knight Foundation, Ryan Martin - Mirror Indy, Gunita Singh - Reporters Committee for Freedom of the Press, Matt Topic - Loevy + Loevy","Grand Portage Ballroom 4, fourth floor",https://schedules.ire.org/nicar-2025/index.html#2088,
3005,Navigating federal campaign finance data,"This class will focus on using the FEC’s web tools to access data. It will feature a hands-on demonstration of accessing reports as soon as they are filed. Participants will learn what is included in the reports, how to interpret entries, and potential pitfalls. The presenter will share a user-friendly spreadsheet template for viewing downloaded report data and walk participants through a simple recipe for creating compelling stories using campaign finance data.  
This session is good for everyone. Attendees will need to bring their own laptops (no tablets) for the training.",Hands-on,2025-03-08T21:30:00Z,2025-03-08T22:30:00Z,60,1h,,,Beginner,Saturday,No,Brendan Glavin - OpenSecrets,"Cedar Lake, fourth floor",https://schedules.ire.org/nicar-2025/index.html#3005,
3021,SELECT * FROM INTERESTING (but in Python),"Ever found yourself drowning in a sea of data with editors circling like sharks? You're not alone. In this interactive session, Wall Street Journal data people John West and Rob Barry will dive into a machine learning concept called embeddings, which are at the heart of the current AI craze. Using free and open source tools, we’ll show you how to use this technology to keep afloat in your ocean of unstructured images and text.

This session is good for: People comfortable working in Python. Laptops will be provided.",Hands-on,2025-03-08T21:30:00Z,2025-03-08T22:30:00Z,60,1h,,,Intermediate,Saturday,No,"Rob Barry - The Wall Street Journal, John West - The Wall Street Journal","St. Croix I, sixth floor",https://schedules.ire.org/nicar-2025/index.html#3021,
2079,How to turn your investigation or data findings into narrative audio,"How do you turn a mountain of data and complex investigative findings into audio storytelling that captivates audiences? This panel explores the art of weaving complex data into character-rich, narrative storytelling in audio form. Whether it’s a podcast or a radio feature, this panel will give you advice on how to make your stories resonate to the ear.",Panel,2025-03-08T22:45:00Z,2025-03-08T23:45:00Z,60,1h,,,,Saturday,Yes,"Alexia Fernandez Campbell - Bloomberg Industry Group, Curtis Gilbert - APM Reports, Kate Howard - Reveal, Emily Zentner - The California Newsroom","Grand Portage Ballroom 1, fourth floor",https://schedules.ire.org/nicar-2025/index.html#2079,
2083,Manager meetup: Networking for investigative leaders,"Leading investigative journalists can be extra challenging, so let us help! Socialize, forge partnerships or find a support group at this NICAR25 meetup! Swap best practices, laugh at lessons learned along your journey and find out more about IRE’s upcoming management training initiatives! 

This networking event takes place directly after the always-popular, slightly shorter, FREE “Managing Investigators” master class. You don’t have to attend the master class in order to stop by the meetup, though we welcome you to check it out! This networking session is for anyone managing (or aspiring to manage) investigators.",Networking,2025-03-08T22:45:00Z,2025-03-08T23:45:00Z,60,1h,,,,Saturday,No,"Emma Carew Grovum - The Marshall Project; Kimbap Media, Jamie Grey - InvestigateTV , Josh Hinkle - KXAN","Minnesota, sixth floor",https://schedules.ire.org/nicar-2025/index.html#2083,
3000,Scraping without programming (repeat),"Scraping is a catch-all word for grabbing information off a web page and into your spreadsheet - whether the website wants you to or not. This session will introduce easy, hands-on methods for scraping data from a live webpage without having to learn any code. We will use the ImportHTML and ImportXML formulas in Google Sheets. Scraping beginners welcome! This session is good for those comfortable with the basics of Google Sheets. Attendees will need to bring their own laptop (no tablets).",Hands-on,2025-03-08T22:45:00Z,2025-03-08T23:45:00Z,60,1h,,,Beginner,Saturday,No,Samantha Sunne - Independent journalist,"Gray's Bay, eighth floor",https://schedules.ire.org/nicar-2025/index.html#3000,
3002,Teaching lessons from the JedR Academy,"While there is a myriad of platforms and methods to teach people R, this hands-on session will showcase the benefits and challenges of interactive lessons using Quarto Live and the posit.cloud platform, which we've used to develop JedR Academy, a fun way to learn and practice data journalism in R with a Star Wars theme. Learn to build interactive lessons that run in a browser without a Shiny server.

This session is good for: Those who teach R or are interested in developing interactive tutorials with Quarto Live and posit.cloud. Laptops will be provided.",Hands-on,2025-03-08T22:45:00Z,2025-03-08T23:45:00Z,60,1h,,,Advanced,Saturday,No,"Yasmin Garcia - University of Texas at Austin , Christian McDonald - University of Texas at Austin, Johan Villatoro - University of Texas at Austin","Deer Lake, fourth floor",https://schedules.ire.org/nicar-2025/index.html#3002,
2078,Beginner track: Taking it all home,"You've picked up some new skills, filled your brain with inspiration and your notebook with ideas, but now what? We'll give you some tips on how to take advantage of what you've learned, avoid letting your skills get rusty and even continue learning when you get back to your job. Bring your questions, too! We'll have lots of time for that.",Panel,2025-03-09T14:00:00Z,2025-03-09T15:00:00Z,60,1h,,,,Sunday,Yes,"Greta Kaul - Minnesota Star Tribune, John Kelly - CBS News, Liz Lucas - University of Missouri School of Journalism","Grand Portage Ballroom 2, fourth floor",https://schedules.ire.org/nicar-2025/index.html#2078,
3015,Introduction to the command line (Macs) (repeat),"Too often in data journalism we forget about the basics. And it doesn't get as basic as the command line. Even knowing a little will make your job easier. We will run through some simple commands, dive into working with spreadsheets and show you some handy tools he frequently uses at work.

This session is good for: People who feel intimidated by the command line on their computer, but want to explore the power of command line tools. Laptops will be provided.",Hands-on,2025-03-09T14:00:00Z,2025-03-09T15:00:00Z,60,1h,,,Intermediate,Sunday,No,Steven Rich - The Washington Post,"St. Croix I, sixth floor",https://schedules.ire.org/nicar-2025/index.html#3015,
2081,Behind the story: Recovery Inc. – Using data to investigate the big business of addiction treatment,"Go behind the story with members of the team whose multi-year investigation into the business of addiction treatment has sparked reform laws, DOJ kickback and money laundering investigations, FBI raids, and fraud conspiracy indictments.",Panel,2025-03-09T15:15:00Z,2025-03-09T16:15:00Z,60,1h,,,,Sunday,Yes,"Kelly Dietz - KARE11, A.J. Lagoe - KARE-TV","Grand Portage Ballroom 2, fourth floor",https://schedules.ire.org/nicar-2025/index.html#2081,
2090,Using IF statements and VLOOKUP in Sheets,"In this session, we'll help you take Google Sheets to another level, giving you some tools that are extremely helpful for data cleanup, restructuring and joining columns from another sheet.
This session is good for anyone comfortable with the basics of Google Sheets. Attendees will need to bring their own laptop (no tablets).",Hands-on,2025-03-09T15:15:00Z,2025-03-09T16:15:00Z,60,1h,,,Beginner,Sunday,No,MaryJo Webster - Minnesota Star Tribune,"Gray's Bay, eighth floor",https://schedules.ire.org/nicar-2025/index.html#2090,
3032,When Excel doesn’t excel: Simple python for problem spreadsheets,"Ever get a spreadsheet that's so big your computer struggles to even open the file, let alone start to sort, filter or pivot on it? Computer scripting can help you here, even if you’re not a programmer. In this session we’ll use Python to write some very basic scripts to make help make big datasets more manageable. No coding experience necessary.",Hands-on,2025-03-09T15:15:00Z,2025-03-09T16:15:00Z,60,1h,,,Beginner,Sunday,No,Tom Nehil - The Minnesota Star Tribune,"St. Croix I, sixth floor",https://schedules.ire.org/nicar-2025/index.html#3032,
3031,Creating simple maps for publication with satellite images and other raster data sources,"This hands-on session will show you how to recreate five inspiring maps with satellite images or raster data. We will cover example workflows for downloading satellite imagery, understanding the data contained in a geotiff, and adding annotations and design elements for publication. 
This session is good for: people who feel comfortable with the basics of QGIS, and anyone who wants to learn more about using satellite imagery analysis in their stories. Attending the ""Yes, you really CAN get high-res satellite images for free"" panel beforehand is recommended. Laptops will be provided.",Hands-on,2025-03-09T16:30:00Z,2025-03-09T17:30:00Z,60,1h,,,,Sunday,No,Laura Kurtzberg - IRE & NICAR,"St. Croix I, sixth floor",https://schedules.ire.org/nicar-2025/index.html#3031,
1163,Early career journalists' roundtable,"Journalism is an ever-changing, ever-evolving industry and that goes doubly these days. Come to this session for discussion about what it means to be a journalist, how to carve out a path for yourself in the industry, and how to handle the trials and tribulations that come with this work.",Commons,2025-03-09T16:30:00Z,2025-03-09T17:30:00Z,60,1h,,,,Sunday,Yes,Teghan Simonton - Tampa Bay Times,"Grand Portage Ballroom 1, fourth floor",https://schedules.ire.org/nicar-2025/index.html#1163,
